mix_code,issue_code,issue_description
DS2-699,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-700,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-701,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-702,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-703,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-704,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-705,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-706,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-707,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-708,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-709,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-710,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-711,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-712,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-713,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-714,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-715,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-716,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-717,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-718,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-719,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-720,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-721,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-722,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-723,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-724,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-725,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-726,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-727,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-728,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-729,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-730,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-731,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-732,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-733,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-734,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-25,NO_SPECIMEN,Hardened result (id=8396) has no linked specimen
DS2-46,NO_SPECIMEN,Hardened result (id=8425) has no linked specimen
DS2-47,NO_SPECIMEN,Hardened result (id=8427) has no linked specimen
DS2-48,NO_SPECIMEN,Hardened result (id=8429) has no linked specimen
DS2-99,NO_SPECIMEN,Hardened result (id=8489) has no linked specimen
DS2-100,NO_SPECIMEN,Hardened result (id=8491) has no linked specimen
DS2-105,NO_SPECIMEN,Hardened result (id=8501) has no linked specimen
DS2-185,NO_SPECIMEN,Hardened result (id=8636) has no linked specimen
DS2-189,NO_SPECIMEN,Hardened result (id=8642) has no linked specimen
DS2-207,NO_SPECIMEN,Hardened result (id=8664) has no linked specimen
DS2-208,NO_SPECIMEN,Hardened result (id=8666) has no linked specimen
DS2-209,NO_SPECIMEN,Hardened result (id=8668) has no linked specimen
DS2-247,NO_SPECIMEN,Hardened result (id=8728) has no linked specimen
DS2-248,NO_SPECIMEN,Hardened result (id=8730) has no linked specimen
DS2-249,NO_SPECIMEN,Hardened result (id=8732) has no linked specimen
DS2-250,NO_SPECIMEN,Hardened result (id=8734) has no linked specimen
DS2-251,NO_SPECIMEN,Hardened result (id=8736) has no linked specimen
DS2-252,NO_SPECIMEN,Hardened result (id=8738) has no linked specimen
DS2-253,NO_SPECIMEN,Hardened result (id=8740) has no linked specimen
DS2-254,NO_SPECIMEN,Hardened result (id=8742) has no linked specimen
DS2-255,NO_SPECIMEN,Hardened result (id=8744) has no linked specimen
DS2-256,NO_SPECIMEN,Hardened result (id=8746) has no linked specimen
DS2-257,NO_SPECIMEN,Hardened result (id=8748) has no linked specimen
DS2-258,NO_SPECIMEN,Hardened result (id=8750) has no linked specimen
DS2-259,NO_SPECIMEN,Hardened result (id=8752) has no linked specimen
DS2-260,NO_SPECIMEN,Hardened result (id=8754) has no linked specimen
DS2-261,NO_SPECIMEN,Hardened result (id=8756) has no linked specimen
DS2-262,NO_SPECIMEN,Hardened result (id=8758) has no linked specimen
DS2-265,NO_SPECIMEN,Hardened result (id=8762) has no linked specimen
DS2-266,NO_SPECIMEN,Hardened result (id=8764) has no linked specimen
DS2-282,NO_SPECIMEN,Hardened result (id=8780) has no linked specimen
DS2-283,NO_SPECIMEN,Hardened result (id=8781) has no linked specimen
DS2-304,NO_SPECIMEN,Hardened result (id=8809) has no linked specimen
DS2-339,NO_SPECIMEN,Hardened result (id=8866) has no linked specimen
DS2-356,NO_SPECIMEN,Hardened result (id=8894) has no linked specimen
DS2-365,NO_SPECIMEN,Hardened result (id=8909) has no linked specimen
DS2-366,NO_SPECIMEN,Hardened result (id=8910) has no linked specimen
DS2-367,NO_SPECIMEN,Hardened result (id=8912) has no linked specimen
DS2-343,NO_SPECIMEN,Hardened result (id=8871) has no linked specimen
DS2-396,NO_SPECIMEN,Hardened result (id=8954) has no linked specimen
DS2-412,NO_SPECIMEN,Hardened result (id=8971) has no linked specimen
DS2-413,NO_SPECIMEN,Hardened result (id=8973) has no linked specimen
DS2-414,NO_SPECIMEN,Hardened result (id=8975) has no linked specimen
DS2-391,NO_SPECIMEN,Hardened result (id=8947) has no linked specimen
DS2-394,NO_SPECIMEN,Hardened result (id=8951) has no linked specimen
DS2-415,NO_SPECIMEN,Hardened result (id=8977) has no linked specimen
DS2-432,NO_SPECIMEN,Hardened result (id=8994) has no linked specimen
DS2-433,NO_SPECIMEN,Hardened result (id=8995) has no linked specimen
DS2-434,NO_SPECIMEN,Hardened result (id=8996) has no linked specimen
DS2-435,NO_SPECIMEN,Hardened result (id=8997) has no linked specimen
DS2-436,NO_SPECIMEN,Hardened result (id=8998) has no linked specimen
DS2-437,NO_SPECIMEN,Hardened result (id=8999) has no linked specimen
DS2-438,NO_SPECIMEN,Hardened result (id=9000) has no linked specimen
DS2-439,NO_SPECIMEN,Hardened result (id=9001) has no linked specimen
DS2-440,NO_SPECIMEN,Hardened result (id=9002) has no linked specimen
DS2-443,NO_SPECIMEN,Hardened result (id=9008) has no linked specimen
DS2-444,NO_SPECIMEN,Hardened result (id=9010) has no linked specimen
DS2-431,NO_SPECIMEN,Hardened result (id=8993) has no linked specimen
DS2-456,NO_SPECIMEN,Hardened result (id=9032) has no linked specimen
DS2-514,NO_SPECIMEN,Hardened result (id=9110) has no linked specimen
DS2-526,NO_SPECIMEN,Hardened result (id=9126) has no linked specimen
DS2-527,NO_SPECIMEN,Hardened result (id=9128) has no linked specimen
DS2-502,NO_SPECIMEN,Hardened result (id=9097) has no linked specimen
DS2-563,NO_SPECIMEN,Hardened result (id=9180) has no linked specimen
DS2-564,NO_SPECIMEN,Hardened result (id=9182) has no linked specimen
DS2-565,NO_SPECIMEN,Hardened result (id=9183) has no linked specimen
DS2-566,NO_SPECIMEN,Hardened result (id=9184) has no linked specimen
DS2-542,NO_SPECIMEN,Hardened result (id=9154) has no linked specimen
DS2-543,NO_SPECIMEN,Hardened result (id=9155) has no linked specimen
DS2-544,NO_SPECIMEN,Hardened result (id=9156) has no linked specimen
DS2-601,NO_SPECIMEN,Hardened result (id=9228) has no linked specimen
DS2-585,NO_SPECIMEN,Hardened result (id=9211) has no linked specimen
DS2-586,NO_SPECIMEN,Hardened result (id=9212) has no linked specimen
DS2-587,NO_SPECIMEN,Hardened result (id=9213) has no linked specimen
DS2-632,NO_SPECIMEN,Hardened result (id=9271) has no linked specimen
DS2-633,NO_SPECIMEN,Hardened result (id=9273) has no linked specimen
DS2-625,NO_SPECIMEN,Hardened result (id=9262) has no linked specimen
DS2-653,NO_SPECIMEN,Hardened result (id=9301) has no linked specimen
DS2-661,NO_SPECIMEN,Hardened result (id=9317) has no linked specimen
DS2-663,NO_SPECIMEN,Hardened result (id=9320) has no linked specimen
DS2-664,NO_SPECIMEN,Hardened result (id=9321) has no linked specimen
DS2-665,NO_SPECIMEN,Hardened result (id=9323) has no linked specimen
DS2-667,NO_SPECIMEN,Hardened result (id=9326) has no linked specimen
DS2-696,NO_SPECIMEN,Hardened result (id=9372) has no linked specimen
DS2-697,NO_SPECIMEN,Hardened result (id=9373) has no linked specimen
DS2-700,NO_SPECIMEN,Hardened result (id=9378) has no linked specimen
DS2-712,NO_SPECIMEN,Hardened result (id=9398) has no linked specimen
DS2-720,NO_SPECIMEN,Hardened result (id=9408) has no linked specimen
DS2-729,NO_SPECIMEN,Hardened result (id=9421) has no linked specimen
DS2-1,WC_RATIO_RANGE,W/C ratio (0.19) outside normal range (0.2-1.2)
DS2-2,WC_RATIO_RANGE,W/C ratio (0.19) outside normal range (0.2-1.2)
