mix_code,issue_code,issue_description
DS3-389,NO_SPECIMEN,Hardened result (id=6108) has no linked specimen
DS3-390,NO_SPECIMEN,Hardened result (id=6109) has no linked specimen
DS3-391,NO_SPECIMEN,Hardened result (id=6110) has no linked specimen
DS3-392,NO_SPECIMEN,Hardened result (id=6111) has no linked specimen
DS3-393,NO_SPECIMEN,Hardened result (id=6112) has no linked specimen
DS3-394,NO_SPECIMEN,Hardened result (id=6113) has no linked specimen
DS3-395,NO_SPECIMEN,Hardened result (id=6114) has no linked specimen
DS3-396,NO_SPECIMEN,Hardened result (id=6115) has no linked specimen
DS3-397,NO_SPECIMEN,Hardened result (id=6116) has no linked specimen
DS3-398,NO_SPECIMEN,Hardened result (id=6117) has no linked specimen
DS3-399,NO_SPECIMEN,Hardened result (id=6118) has no linked specimen
DS3-400,NO_SPECIMEN,Hardened result (id=6119) has no linked specimen
DS3-401,NO_SPECIMEN,Hardened result (id=6120) has no linked specimen
DS3-402,NO_SPECIMEN,Hardened result (id=6121) has no linked specimen
DS3-403,NO_SPECIMEN,Hardened result (id=6122) has no linked specimen
DS3-404,NO_SPECIMEN,Hardened result (id=6123) has no linked specimen
DS3-405,NO_SPECIMEN,Hardened result (id=6124) has no linked specimen
DS3-406,NO_SPECIMEN,Hardened result (id=6125) has no linked specimen
DS3-407,NO_SPECIMEN,Hardened result (id=6126) has no linked specimen
DS3-408,NO_SPECIMEN,Hardened result (id=6127) has no linked specimen
DS3-409,NO_SPECIMEN,Hardened result (id=6128) has no linked specimen
DS3-410,NO_SPECIMEN,Hardened result (id=6129) has no linked specimen
DS3-411,NO_SPECIMEN,Hardened result (id=6130) has no linked specimen
DS3-412,NO_SPECIMEN,Hardened result (id=6131) has no linked specimen
DS3-413,NO_SPECIMEN,Hardened result (id=6132) has no linked specimen
DS3-414,NO_SPECIMEN,Hardened result (id=6133) has no linked specimen
DS3-415,NO_SPECIMEN,Hardened result (id=6134) has no linked specimen
DS3-416,NO_SPECIMEN,Hardened result (id=6135) has no linked specimen
DS3-417,NO_SPECIMEN,Hardened result (id=6136) has no linked specimen
DS3-418,NO_SPECIMEN,Hardened result (id=6137) has no linked specimen
DS3-419,NO_SPECIMEN,Hardened result (id=6138) has no linked specimen
DS3-420,NO_SPECIMEN,Hardened result (id=6139) has no linked specimen
DS3-421,NO_SPECIMEN,Hardened result (id=6140) has no linked specimen
DS3-422,NO_SPECIMEN,Hardened result (id=6141) has no linked specimen
DS3-423,NO_SPECIMEN,Hardened result (id=6142) has no linked specimen
DS3-424,NO_SPECIMEN,Hardened result (id=6143) has no linked specimen
DS3-425,NO_SPECIMEN,Hardened result (id=6144) has no linked specimen
DS3-426,NO_SPECIMEN,Hardened result (id=6145) has no linked specimen
DS3-427,NO_SPECIMEN,Hardened result (id=6146) has no linked specimen
DS3-428,NO_SPECIMEN,Hardened result (id=6147) has no linked specimen
DS3-429,NO_SPECIMEN,Hardened result (id=6148) has no linked specimen
DS3-430,NO_SPECIMEN,Hardened result (id=6149) has no linked specimen
DS3-431,NO_SPECIMEN,Hardened result (id=6150) has no linked specimen
DS3-432,NO_SPECIMEN,Hardened result (id=6151) has no linked specimen
DS3-433,NO_SPECIMEN,Hardened result (id=6152) has no linked specimen
DS3-434,NO_SPECIMEN,Hardened result (id=6153) has no linked specimen
DS3-435,NO_SPECIMEN,Hardened result (id=6154) has no linked specimen
DS3-436,NO_SPECIMEN,Hardened result (id=6155) has no linked specimen
DS3-437,NO_SPECIMEN,Hardened result (id=6156) has no linked specimen
DS3-438,NO_SPECIMEN,Hardened result (id=6157) has no linked specimen
DS3-439,NO_SPECIMEN,Hardened result (id=6158) has no linked specimen
DS3-440,NO_SPECIMEN,Hardened result (id=6159) has no linked specimen
DS3-441,NO_SPECIMEN,Hardened result (id=6160) has no linked specimen
DS3-442,NO_SPECIMEN,Hardened result (id=6161) has no linked specimen
DS3-443,NO_SPECIMEN,Hardened result (id=6162) has no linked specimen
DS3-444,NO_SPECIMEN,Hardened result (id=6163) has no linked specimen
DS3-445,NO_SPECIMEN,Hardened result (id=6164) has no linked specimen
DS3-446,NO_SPECIMEN,Hardened result (id=6165) has no linked specimen
DS3-447,NO_SPECIMEN,Hardened result (id=6166) has no linked specimen
DS3-448,NO_SPECIMEN,Hardened result (id=6167) has no linked specimen
DS3-449,NO_SPECIMEN,Hardened result (id=6168) has no linked specimen
DS3-450,NO_SPECIMEN,Hardened result (id=6169) has no linked specimen
DS3-451,NO_SPECIMEN,Hardened result (id=6170) has no linked specimen
DS3-452,NO_SPECIMEN,Hardened result (id=6171) has no linked specimen
DS3-453,NO_SPECIMEN,Hardened result (id=6172) has no linked specimen
DS3-454,NO_SPECIMEN,Hardened result (id=6173) has no linked specimen
DS3-455,NO_SPECIMEN,Hardened result (id=6174) has no linked specimen
DS3-456,NO_SPECIMEN,Hardened result (id=6175) has no linked specimen
DS3-457,NO_SPECIMEN,Hardened result (id=6176) has no linked specimen
DS3-458,NO_SPECIMEN,Hardened result (id=6177) has no linked specimen
DS3-459,NO_SPECIMEN,Hardened result (id=6178) has no linked specimen
DS3-460,NO_SPECIMEN,Hardened result (id=6179) has no linked specimen
DS3-461,NO_SPECIMEN,Hardened result (id=6180) has no linked specimen
DS3-462,NO_SPECIMEN,Hardened result (id=6181) has no linked specimen
DS3-463,NO_SPECIMEN,Hardened result (id=6182) has no linked specimen
DS3-464,NO_SPECIMEN,Hardened result (id=6183) has no linked specimen
DS3-465,NO_SPECIMEN,Hardened result (id=6184) has no linked specimen
DS3-466,NO_SPECIMEN,Hardened result (id=6185) has no linked specimen
DS3-467,NO_SPECIMEN,Hardened result (id=6186) has no linked specimen
DS3-468,NO_SPECIMEN,Hardened result (id=6187) has no linked specimen
DS3-469,NO_SPECIMEN,Hardened result (id=6188) has no linked specimen
DS3-470,NO_SPECIMEN,Hardened result (id=6189) has no linked specimen
DS3-471,NO_SPECIMEN,Hardened result (id=6190) has no linked specimen
DS3-472,NO_SPECIMEN,Hardened result (id=6191) has no linked specimen
DS3-473,NO_SPECIMEN,Hardened result (id=6192) has no linked specimen
DS3-474,NO_SPECIMEN,Hardened result (id=6193) has no linked specimen
DS3-475,NO_SPECIMEN,Hardened result (id=6194) has no linked specimen
DS3-476,NO_SPECIMEN,Hardened result (id=6195) has no linked specimen
DS3-477,NO_SPECIMEN,Hardened result (id=6196) has no linked specimen
DS3-478,NO_SPECIMEN,Hardened result (id=6197) has no linked specimen
DS3-479,NO_SPECIMEN,Hardened result (id=6198) has no linked specimen
DS3-480,NO_SPECIMEN,Hardened result (id=6199) has no linked specimen
DS3-481,NO_SPECIMEN,Hardened result (id=6200) has no linked specimen
DS3-482,NO_SPECIMEN,Hardened result (id=6201) has no linked specimen
DS3-483,NO_SPECIMEN,Hardened result (id=6202) has no linked specimen
DS3-484,NO_SPECIMEN,Hardened result (id=6203) has no linked specimen
DS3-485,NO_SPECIMEN,Hardened result (id=6204) has no linked specimen
DS3-486,NO_SPECIMEN,Hardened result (id=6205) has no linked specimen
DS3-487,NO_SPECIMEN,Hardened result (id=6206) has no linked specimen
DS3-488,NO_SPECIMEN,Hardened result (id=6207) has no linked specimen
DS3-489,NO_SPECIMEN,Hardened result (id=6208) has no linked specimen
DS3-490,NO_SPECIMEN,Hardened result (id=6209) has no linked specimen
DS3-491,NO_SPECIMEN,Hardened result (id=6210) has no linked specimen
DS3-492,NO_SPECIMEN,Hardened result (id=6211) has no linked specimen
DS3-493,NO_SPECIMEN,Hardened result (id=6212) has no linked specimen
DS3-494,NO_SPECIMEN,Hardened result (id=6213) has no linked specimen
DS3-495,NO_SPECIMEN,Hardened result (id=6214) has no linked specimen
DS3-496,NO_SPECIMEN,Hardened result (id=6215) has no linked specimen
DS3-497,NO_SPECIMEN,Hardened result (id=6216) has no linked specimen
DS3-498,NO_SPECIMEN,Hardened result (id=6217) has no linked specimen
DS3-499,NO_SPECIMEN,Hardened result (id=6218) has no linked specimen
DS3-500,NO_SPECIMEN,Hardened result (id=6219) has no linked specimen
DS3-501,NO_SPECIMEN,Hardened result (id=6220) has no linked specimen
DS3-502,NO_SPECIMEN,Hardened result (id=6221) has no linked specimen
DS3-503,NO_SPECIMEN,Hardened result (id=6222) has no linked specimen
DS3-504,NO_SPECIMEN,Hardened result (id=6223) has no linked specimen
DS3-505,NO_SPECIMEN,Hardened result (id=6224) has no linked specimen
DS3-506,NO_SPECIMEN,Hardened result (id=6225) has no linked specimen
DS3-507,NO_SPECIMEN,Hardened result (id=6226) has no linked specimen
DS3-508,NO_SPECIMEN,Hardened result (id=6227) has no linked specimen
DS3-509,NO_SPECIMEN,Hardened result (id=6228) has no linked specimen
DS3-510,NO_SPECIMEN,Hardened result (id=6229) has no linked specimen
DS3-511,NO_SPECIMEN,Hardened result (id=6230) has no linked specimen
DS3-512,NO_SPECIMEN,Hardened result (id=6231) has no linked specimen
DS3-513,NO_SPECIMEN,Hardened result (id=6232) has no linked specimen
DS3-514,NO_SPECIMEN,Hardened result (id=6233) has no linked specimen
DS3-515,NO_SPECIMEN,Hardened result (id=6234) has no linked specimen
DS3-516,NO_SPECIMEN,Hardened result (id=6235) has no linked specimen
DS3-517,NO_SPECIMEN,Hardened result (id=6236) has no linked specimen
DS3-518,NO_SPECIMEN,Hardened result (id=6237) has no linked specimen
DS3-519,NO_SPECIMEN,Hardened result (id=6238) has no linked specimen
DS3-520,NO_SPECIMEN,Hardened result (id=6239) has no linked specimen
DS3-521,NO_SPECIMEN,Hardened result (id=6240) has no linked specimen
DS3-522,NO_SPECIMEN,Hardened result (id=6241) has no linked specimen
DS3-523,NO_SPECIMEN,Hardened result (id=6242) has no linked specimen
DS3-524,NO_SPECIMEN,Hardened result (id=6243) has no linked specimen
DS3-525,NO_SPECIMEN,Hardened result (id=6244) has no linked specimen
DS3-526,NO_SPECIMEN,Hardened result (id=6245) has no linked specimen
DS3-527,NO_SPECIMEN,Hardened result (id=6246) has no linked specimen
DS3-528,NO_SPECIMEN,Hardened result (id=6247) has no linked specimen
DS3-529,NO_SPECIMEN,Hardened result (id=6248) has no linked specimen
DS3-530,NO_SPECIMEN,Hardened result (id=6249) has no linked specimen
DS3-531,NO_SPECIMEN,Hardened result (id=6250) has no linked specimen
DS3-532,NO_SPECIMEN,Hardened result (id=6251) has no linked specimen
DS3-533,NO_SPECIMEN,Hardened result (id=6252) has no linked specimen
DS3-534,NO_SPECIMEN,Hardened result (id=6253) has no linked specimen
DS3-535,NO_SPECIMEN,Hardened result (id=6254) has no linked specimen
DS3-536,NO_SPECIMEN,Hardened result (id=6255) has no linked specimen
DS3-537,NO_SPECIMEN,Hardened result (id=6256) has no linked specimen
DS3-538,NO_SPECIMEN,Hardened result (id=6257) has no linked specimen
DS3-539,NO_SPECIMEN,Hardened result (id=6258) has no linked specimen
DS3-540,NO_SPECIMEN,Hardened result (id=6259) has no linked specimen
DS3-541,NO_SPECIMEN,Hardened result (id=6260) has no linked specimen
DS3-542,NO_SPECIMEN,Hardened result (id=6261) has no linked specimen
DS3-543,NO_SPECIMEN,Hardened result (id=6262) has no linked specimen
DS3-544,NO_SPECIMEN,Hardened result (id=6263) has no linked specimen
DS3-545,NO_SPECIMEN,Hardened result (id=6264) has no linked specimen
DS3-546,NO_SPECIMEN,Hardened result (id=6265) has no linked specimen
DS3-547,NO_SPECIMEN,Hardened result (id=6266) has no linked specimen
DS3-548,NO_SPECIMEN,Hardened result (id=6267) has no linked specimen
DS3-549,NO_SPECIMEN,Hardened result (id=6268) has no linked specimen
DS3-550,NO_SPECIMEN,Hardened result (id=6269) has no linked specimen
DS3-551,NO_SPECIMEN,Hardened result (id=6270) has no linked specimen
DS3-552,NO_SPECIMEN,Hardened result (id=6271) has no linked specimen
DS3-553,NO_SPECIMEN,Hardened result (id=6272) has no linked specimen
DS3-554,NO_SPECIMEN,Hardened result (id=6273) has no linked specimen
DS3-555,NO_SPECIMEN,Hardened result (id=6274) has no linked specimen
DS3-556,NO_SPECIMEN,Hardened result (id=6275) has no linked specimen
DS3-557,NO_SPECIMEN,Hardened result (id=6276) has no linked specimen
DS3-558,NO_SPECIMEN,Hardened result (id=6277) has no linked specimen
DS3-559,NO_SPECIMEN,Hardened result (id=6278) has no linked specimen
DS3-560,NO_SPECIMEN,Hardened result (id=6279) has no linked specimen
DS3-561,NO_SPECIMEN,Hardened result (id=6280) has no linked specimen
DS3-562,NO_SPECIMEN,Hardened result (id=6281) has no linked specimen
DS3-563,NO_SPECIMEN,Hardened result (id=6282) has no linked specimen
DS3-564,NO_SPECIMEN,Hardened result (id=6283) has no linked specimen
DS3-565,NO_SPECIMEN,Hardened result (id=6284) has no linked specimen
DS3-566,NO_SPECIMEN,Hardened result (id=6285) has no linked specimen
DS3-567,NO_SPECIMEN,Hardened result (id=6286) has no linked specimen
DS3-568,NO_SPECIMEN,Hardened result (id=6287) has no linked specimen
DS3-569,NO_SPECIMEN,Hardened result (id=6288) has no linked specimen
DS3-570,NO_SPECIMEN,Hardened result (id=6289) has no linked specimen
DS3-571,NO_SPECIMEN,Hardened result (id=6290) has no linked specimen
DS3-572,NO_SPECIMEN,Hardened result (id=6291) has no linked specimen
DS3-573,NO_SPECIMEN,Hardened result (id=6292) has no linked specimen
DS3-574,NO_SPECIMEN,Hardened result (id=6293) has no linked specimen
DS3-575,NO_SPECIMEN,Hardened result (id=6294) has no linked specimen
DS3-576,NO_SPECIMEN,Hardened result (id=6295) has no linked specimen
DS3-577,NO_SPECIMEN,Hardened result (id=6296) has no linked specimen
DS3-578,NO_SPECIMEN,Hardened result (id=6297) has no linked specimen
DS3-579,NO_SPECIMEN,Hardened result (id=6298) has no linked specimen
DS3-580,NO_SPECIMEN,Hardened result (id=6299) has no linked specimen
DS3-581,NO_SPECIMEN,Hardened result (id=6300) has no linked specimen
DS3-582,NO_SPECIMEN,Hardened result (id=6301) has no linked specimen
DS3-583,NO_SPECIMEN,Hardened result (id=6302) has no linked specimen
DS3-584,NO_SPECIMEN,Hardened result (id=6303) has no linked specimen
DS3-585,NO_SPECIMEN,Hardened result (id=6304) has no linked specimen
DS3-586,NO_SPECIMEN,Hardened result (id=6305) has no linked specimen
DS3-587,NO_SPECIMEN,Hardened result (id=6306) has no linked specimen
DS3-588,NO_SPECIMEN,Hardened result (id=6307) has no linked specimen
DS3-589,NO_SPECIMEN,Hardened result (id=6308) has no linked specimen
DS3-590,NO_SPECIMEN,Hardened result (id=6309) has no linked specimen
DS3-591,NO_SPECIMEN,Hardened result (id=6310) has no linked specimen
DS3-592,NO_SPECIMEN,Hardened result (id=6311) has no linked specimen
DS3-593,NO_SPECIMEN,Hardened result (id=6312) has no linked specimen
DS3-594,NO_SPECIMEN,Hardened result (id=6313) has no linked specimen
DS3-595,NO_SPECIMEN,Hardened result (id=6314) has no linked specimen
DS3-596,NO_SPECIMEN,Hardened result (id=6315) has no linked specimen
DS3-597,NO_SPECIMEN,Hardened result (id=6316) has no linked specimen
DS3-598,NO_SPECIMEN,Hardened result (id=6317) has no linked specimen
DS3-599,NO_SPECIMEN,Hardened result (id=6318) has no linked specimen
DS3-600,NO_SPECIMEN,Hardened result (id=6319) has no linked specimen
DS3-601,NO_SPECIMEN,Hardened result (id=6320) has no linked specimen
DS3-602,NO_SPECIMEN,Hardened result (id=6321) has no linked specimen
DS3-603,NO_SPECIMEN,Hardened result (id=6322) has no linked specimen
DS3-604,NO_SPECIMEN,Hardened result (id=6323) has no linked specimen
DS3-605,NO_SPECIMEN,Hardened result (id=6324) has no linked specimen
DS3-606,NO_SPECIMEN,Hardened result (id=6325) has no linked specimen
DS3-607,NO_SPECIMEN,Hardened result (id=6326) has no linked specimen
DS3-608,NO_SPECIMEN,Hardened result (id=6327) has no linked specimen
DS3-609,NO_SPECIMEN,Hardened result (id=6328) has no linked specimen
DS3-610,NO_SPECIMEN,Hardened result (id=6329) has no linked specimen
DS3-611,NO_SPECIMEN,Hardened result (id=6330) has no linked specimen
DS3-612,NO_SPECIMEN,Hardened result (id=6331) has no linked specimen
DS3-613,NO_SPECIMEN,Hardened result (id=6332) has no linked specimen
DS3-614,NO_SPECIMEN,Hardened result (id=6333) has no linked specimen
DS3-615,NO_SPECIMEN,Hardened result (id=6334) has no linked specimen
DS3-616,NO_SPECIMEN,Hardened result (id=6335) has no linked specimen
DS3-617,NO_SPECIMEN,Hardened result (id=6336) has no linked specimen
DS3-618,NO_SPECIMEN,Hardened result (id=6337) has no linked specimen
DS3-619,NO_SPECIMEN,Hardened result (id=6338) has no linked specimen
DS3-620,NO_SPECIMEN,Hardened result (id=6339) has no linked specimen
DS3-621,NO_SPECIMEN,Hardened result (id=6340) has no linked specimen
DS3-622,NO_SPECIMEN,Hardened result (id=6341) has no linked specimen
DS3-623,NO_SPECIMEN,Hardened result (id=6342) has no linked specimen
DS3-624,NO_SPECIMEN,Hardened result (id=6343) has no linked specimen
DS3-625,NO_SPECIMEN,Hardened result (id=6344) has no linked specimen
DS3-626,NO_SPECIMEN,Hardened result (id=6345) has no linked specimen
DS3-627,NO_SPECIMEN,Hardened result (id=6346) has no linked specimen
DS3-628,NO_SPECIMEN,Hardened result (id=6347) has no linked specimen
DS3-629,NO_SPECIMEN,Hardened result (id=6348) has no linked specimen
DS3-630,NO_SPECIMEN,Hardened result (id=6349) has no linked specimen
DS3-631,NO_SPECIMEN,Hardened result (id=6350) has no linked specimen
DS3-632,NO_SPECIMEN,Hardened result (id=6351) has no linked specimen
DS3-633,NO_SPECIMEN,Hardened result (id=6352) has no linked specimen
DS3-634,NO_SPECIMEN,Hardened result (id=6353) has no linked specimen
DS3-635,NO_SPECIMEN,Hardened result (id=6354) has no linked specimen
DS3-636,NO_SPECIMEN,Hardened result (id=6355) has no linked specimen
DS3-637,NO_SPECIMEN,Hardened result (id=6356) has no linked specimen
DS3-638,NO_SPECIMEN,Hardened result (id=6357) has no linked specimen
DS3-639,NO_SPECIMEN,Hardened result (id=6358) has no linked specimen
DS3-640,NO_SPECIMEN,Hardened result (id=6359) has no linked specimen
DS3-641,NO_SPECIMEN,Hardened result (id=6360) has no linked specimen
DS3-642,NO_SPECIMEN,Hardened result (id=6361) has no linked specimen
DS3-643,NO_SPECIMEN,Hardened result (id=6362) has no linked specimen
DS3-644,NO_SPECIMEN,Hardened result (id=6363) has no linked specimen
DS3-645,NO_SPECIMEN,Hardened result (id=6364) has no linked specimen
DS3-646,NO_SPECIMEN,Hardened result (id=6365) has no linked specimen
DS3-647,NO_SPECIMEN,Hardened result (id=6366) has no linked specimen
DS3-648,NO_SPECIMEN,Hardened result (id=6367) has no linked specimen
DS3-649,NO_SPECIMEN,Hardened result (id=6368) has no linked specimen
DS3-650,NO_SPECIMEN,Hardened result (id=6369) has no linked specimen
DS3-651,NO_SPECIMEN,Hardened result (id=6370) has no linked specimen
DS3-652,NO_SPECIMEN,Hardened result (id=6371) has no linked specimen
DS3-653,NO_SPECIMEN,Hardened result (id=6372) has no linked specimen
DS3-654,NO_SPECIMEN,Hardened result (id=6373) has no linked specimen
DS3-655,NO_SPECIMEN,Hardened result (id=6374) has no linked specimen
DS3-656,NO_SPECIMEN,Hardened result (id=6375) has no linked specimen
DS3-657,NO_SPECIMEN,Hardened result (id=6376) has no linked specimen
DS3-658,NO_SPECIMEN,Hardened result (id=6377) has no linked specimen
DS3-659,NO_SPECIMEN,Hardened result (id=6378) has no linked specimen
DS3-660,NO_SPECIMEN,Hardened result (id=6379) has no linked specimen
DS3-661,NO_SPECIMEN,Hardened result (id=6380) has no linked specimen
DS3-662,NO_SPECIMEN,Hardened result (id=6381) has no linked specimen
DS3-663,NO_SPECIMEN,Hardened result (id=6382) has no linked specimen
DS3-664,NO_SPECIMEN,Hardened result (id=6383) has no linked specimen
DS3-665,NO_SPECIMEN,Hardened result (id=6384) has no linked specimen
DS3-666,NO_SPECIMEN,Hardened result (id=6385) has no linked specimen
DS3-667,NO_SPECIMEN,Hardened result (id=6386) has no linked specimen
DS3-668,NO_SPECIMEN,Hardened result (id=6387) has no linked specimen
DS3-669,NO_SPECIMEN,Hardened result (id=6388) has no linked specimen
DS3-670,NO_SPECIMEN,Hardened result (id=6389) has no linked specimen
DS3-671,NO_SPECIMEN,Hardened result (id=6390) has no linked specimen
DS3-672,NO_SPECIMEN,Hardened result (id=6391) has no linked specimen
DS3-673,NO_SPECIMEN,Hardened result (id=6392) has no linked specimen
DS3-674,NO_SPECIMEN,Hardened result (id=6393) has no linked specimen
DS3-675,NO_SPECIMEN,Hardened result (id=6394) has no linked specimen
DS3-676,NO_SPECIMEN,Hardened result (id=6395) has no linked specimen
DS3-677,NO_SPECIMEN,Hardened result (id=6396) has no linked specimen
DS3-678,NO_SPECIMEN,Hardened result (id=6397) has no linked specimen
DS3-679,NO_SPECIMEN,Hardened result (id=6398) has no linked specimen
DS3-680,NO_SPECIMEN,Hardened result (id=6399) has no linked specimen
DS3-681,NO_SPECIMEN,Hardened result (id=6400) has no linked specimen
DS3-682,NO_SPECIMEN,Hardened result (id=6401) has no linked specimen
DS3-683,NO_SPECIMEN,Hardened result (id=6402) has no linked specimen
DS3-684,NO_SPECIMEN,Hardened result (id=6403) has no linked specimen
DS3-685,NO_SPECIMEN,Hardened result (id=6404) has no linked specimen
DS3-686,NO_SPECIMEN,Hardened result (id=6405) has no linked specimen
DS3-687,NO_SPECIMEN,Hardened result (id=6406) has no linked specimen
DS3-688,NO_SPECIMEN,Hardened result (id=6407) has no linked specimen
DS3-689,NO_SPECIMEN,Hardened result (id=6408) has no linked specimen
DS3-690,NO_SPECIMEN,Hardened result (id=6409) has no linked specimen
DS3-691,NO_SPECIMEN,Hardened result (id=6410) has no linked specimen
DS3-692,NO_SPECIMEN,Hardened result (id=6411) has no linked specimen
DS3-693,NO_SPECIMEN,Hardened result (id=6412) has no linked specimen
DS3-694,NO_SPECIMEN,Hardened result (id=6413) has no linked specimen
DS3-695,NO_SPECIMEN,Hardened result (id=6414) has no linked specimen
DS3-696,NO_SPECIMEN,Hardened result (id=6415) has no linked specimen
DS3-697,NO_SPECIMEN,Hardened result (id=6416) has no linked specimen
DS3-698,NO_SPECIMEN,Hardened result (id=6417) has no linked specimen
DS3-699,NO_SPECIMEN,Hardened result (id=6418) has no linked specimen
DS3-700,NO_SPECIMEN,Hardened result (id=6419) has no linked specimen
DS3-701,NO_SPECIMEN,Hardened result (id=6420) has no linked specimen
DS3-702,NO_SPECIMEN,Hardened result (id=6421) has no linked specimen
DS3-703,NO_SPECIMEN,Hardened result (id=6422) has no linked specimen
DS3-704,NO_SPECIMEN,Hardened result (id=6423) has no linked specimen
DS3-705,NO_SPECIMEN,Hardened result (id=6424) has no linked specimen
DS3-706,NO_SPECIMEN,Hardened result (id=6425) has no linked specimen
DS3-707,NO_SPECIMEN,Hardened result (id=6426) has no linked specimen
DS3-708,NO_SPECIMEN,Hardened result (id=6427) has no linked specimen
DS3-709,NO_SPECIMEN,Hardened result (id=6428) has no linked specimen
DS3-710,NO_SPECIMEN,Hardened result (id=6429) has no linked specimen
DS3-711,NO_SPECIMEN,Hardened result (id=6430) has no linked specimen
DS3-712,NO_SPECIMEN,Hardened result (id=6431) has no linked specimen
DS3-713,NO_SPECIMEN,Hardened result (id=6432) has no linked specimen
DS3-714,NO_SPECIMEN,Hardened result (id=6433) has no linked specimen
DS3-715,NO_SPECIMEN,Hardened result (id=6434) has no linked specimen
DS3-716,NO_SPECIMEN,Hardened result (id=6435) has no linked specimen
DS3-717,NO_SPECIMEN,Hardened result (id=6436) has no linked specimen
DS3-718,NO_SPECIMEN,Hardened result (id=6437) has no linked specimen
DS3-719,NO_SPECIMEN,Hardened result (id=6438) has no linked specimen
DS3-720,NO_SPECIMEN,Hardened result (id=6439) has no linked specimen
DS3-721,NO_SPECIMEN,Hardened result (id=6440) has no linked specimen
DS3-722,NO_SPECIMEN,Hardened result (id=6441) has no linked specimen
DS3-723,NO_SPECIMEN,Hardened result (id=6442) has no linked specimen
DS3-724,NO_SPECIMEN,Hardened result (id=6443) has no linked specimen
DS3-725,NO_SPECIMEN,Hardened result (id=6444) has no linked specimen
DS3-726,NO_SPECIMEN,Hardened result (id=6445) has no linked specimen
DS3-727,NO_SPECIMEN,Hardened result (id=6446) has no linked specimen
DS3-728,NO_SPECIMEN,Hardened result (id=6447) has no linked specimen
DS3-729,NO_SPECIMEN,Hardened result (id=6448) has no linked specimen
DS3-730,NO_SPECIMEN,Hardened result (id=6449) has no linked specimen
DS3-731,NO_SPECIMEN,Hardened result (id=6450) has no linked specimen
DS3-732,NO_SPECIMEN,Hardened result (id=6451) has no linked specimen
DS3-733,NO_SPECIMEN,Hardened result (id=6452) has no linked specimen
DS3-734,NO_SPECIMEN,Hardened result (id=6453) has no linked specimen
DS3-735,NO_SPECIMEN,Hardened result (id=6454) has no linked specimen
DS3-736,NO_SPECIMEN,Hardened result (id=6455) has no linked specimen
DS3-737,NO_SPECIMEN,Hardened result (id=6456) has no linked specimen
DS3-738,NO_SPECIMEN,Hardened result (id=6457) has no linked specimen
DS3-739,NO_SPECIMEN,Hardened result (id=6458) has no linked specimen
DS3-740,NO_SPECIMEN,Hardened result (id=6459) has no linked specimen
DS3-741,NO_SPECIMEN,Hardened result (id=6460) has no linked specimen
DS3-742,NO_SPECIMEN,Hardened result (id=6461) has no linked specimen
DS3-743,NO_SPECIMEN,Hardened result (id=6462) has no linked specimen
DS3-744,NO_SPECIMEN,Hardened result (id=6463) has no linked specimen
DS3-745,NO_SPECIMEN,Hardened result (id=6464) has no linked specimen
DS3-746,NO_SPECIMEN,Hardened result (id=6465) has no linked specimen
DS3-747,NO_SPECIMEN,Hardened result (id=6466) has no linked specimen
DS3-748,NO_SPECIMEN,Hardened result (id=6467) has no linked specimen
DS3-749,NO_SPECIMEN,Hardened result (id=6468) has no linked specimen
DS3-750,NO_SPECIMEN,Hardened result (id=6469) has no linked specimen
DS3-751,NO_SPECIMEN,Hardened result (id=6470) has no linked specimen
DS3-752,NO_SPECIMEN,Hardened result (id=6471) has no linked specimen
DS3-753,NO_SPECIMEN,Hardened result (id=6472) has no linked specimen
DS3-754,NO_SPECIMEN,Hardened result (id=6473) has no linked specimen
DS3-755,NO_SPECIMEN,Hardened result (id=6474) has no linked specimen
DS3-756,NO_SPECIMEN,Hardened result (id=6475) has no linked specimen
DS3-757,NO_SPECIMEN,Hardened result (id=6476) has no linked specimen
DS3-758,NO_SPECIMEN,Hardened result (id=6477) has no linked specimen
DS3-759,NO_SPECIMEN,Hardened result (id=6478) has no linked specimen
DS3-760,NO_SPECIMEN,Hardened result (id=6479) has no linked specimen
DS3-761,NO_SPECIMEN,Hardened result (id=6480) has no linked specimen
DS3-762,NO_SPECIMEN,Hardened result (id=6481) has no linked specimen
DS3-763,NO_SPECIMEN,Hardened result (id=6482) has no linked specimen
DS3-764,NO_SPECIMEN,Hardened result (id=6483) has no linked specimen
DS3-765,NO_SPECIMEN,Hardened result (id=6484) has no linked specimen
DS3-766,NO_SPECIMEN,Hardened result (id=6485) has no linked specimen
DS3-767,NO_SPECIMEN,Hardened result (id=6486) has no linked specimen
DS3-768,NO_SPECIMEN,Hardened result (id=6487) has no linked specimen
DS3-769,NO_SPECIMEN,Hardened result (id=6488) has no linked specimen
DS3-770,NO_SPECIMEN,Hardened result (id=6489) has no linked specimen
DS3-771,NO_SPECIMEN,Hardened result (id=6490) has no linked specimen
DS3-772,NO_SPECIMEN,Hardened result (id=6491) has no linked specimen
DS3-773,NO_SPECIMEN,Hardened result (id=6492) has no linked specimen
DS3-774,NO_SPECIMEN,Hardened result (id=6493) has no linked specimen
DS3-775,NO_SPECIMEN,Hardened result (id=6494) has no linked specimen
DS3-776,NO_SPECIMEN,Hardened result (id=6495) has no linked specimen
