reference_no,study_number,mix_number,author,year,specimen_code,Cement (kg/m3),fly_ash_kg_m3,ggbfs_kg_m3,silica_fume_kg_m3,kaolin_kgm3,other_scm1_kg_m3,other_scm1_type,other_scm2_kg_m3,other_scm2_type,nca_kg_m3,rca_kg_m3,nfa_kg_m3,rca_volume_ratio_%,water_kg_m3,added_water_kg_m3,superplasticizer_kg_m3,water_eff_kg_m3,wbr_total,b_coarseagg_ratio,binder_fineagg_ratio,nca1_sg,nca1_nms_mm,nca1_material_type,nca1_crushing_index_pct,nca1_la_abrasion_pct,nca1_fineness_modulus,nca1_w_abs_pct,nca2_sg,nca2_nms_mm,nca2_material_type,nca2_crushing_index_pct,nca2_la_abrasion_pct,nca2_fineness_modulus,nca2_w_abs_pct,rca1_sg,rca1_nms_mm,rca1_material_type,rca1_crushing_index_pct,rca1_la_abrasion_pct,rca1_fineness_modulus,rca1_w_abs_pct,rca2_sg,rca2_nms_mm,rca2_material_type,rca2_crushing_index_pct,rca2_la_abrasion_pct,rca2_fineness_modulus,rca2_w_abs_pct,nfa1_sg,nfa1_nms_mm,nfa1_material_type,nfa1_crushing_index_pct,nfa1_la_abrasion_pct,nfa1_fineness_modulus,nfa1_w_abs_pct,nfa2_sg,nfa2_nms_mm,nfa2_material_type,nfa2_crushing_index_pct,nfa2_la_abrasion_pct,nfa2_fineness_modulus,nfa2_w_abs_pct,reactivity_modulus,silica_modulus,alumina_modulus,cube_dimension,fc_cube_1d_mpa,fc_cube_3d_mpa,fc_cube_7d_mpa,fc_cube_14d_mpa,fc_cube_21d_mpa,fc_cube_28d_mpa,fc_cube_56d_mpa,fc_cube_90d_mpa,fc_cube_180d_mpa,cyl_dia_mm,cyl_height_mm,fc_cyl_1d_mpa,fc_cyl_3d_mpa,fc_cyl_7d_mpa,fc_cyl_14d_mpa,fc_cyl_21d_mpa,fc_cyl_28d_mpa,fc_cyl_56d_mpa,fc_cyl_90d_mpa,fc_cyl_180d_mpa
[56],13,215,Limbachiya et al. ,2012,PCFA35-100,322,138,,,,,,,,0,1257,488,100%,160,,,160,0.35,0.37,0.94,2.6,20,Natural gravel,,,,0.81,,,,,,,,2.43,20,C&D waste,23.4,,,5.3,,,,,,,,2.68,,River sand,,,2.6,0.81,,,,,,,,2.688206498,1.848894349,2.546840959,100,,21.6803,27.3464,31.9247,,36.1452,40.7275,44.0513,48.4507,,,,,,,,,,,
[57],14,216,Somna et al.,2012,CON,424,,,,,,,,,979,,767,0%,190.8,,,191,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,37.6,,,44.4,49.1,52.8,53.1
[57],14,217,Somna et al.,2012,RB00,424,,,,,,,,,,936,733,100%,190.8,,,191,0.45,0.45,0.58,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,34.1,,,41,46.7,50.7,51.3
[57],14,218,Somna et al.,2012,RB20,339,,,,,85,BA,,,,922,719,100%,190.8,,2.5,192,0.45,0.46,0.59,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.797192381,3.301729463,1.372793285,,,,,,,,,,,100,200,,,34.5,,,41.2,47.1,51.3,51.9
[57],14,219,Somna et al.,2012,RB35,276,,,,,148,BA,,,,908,708,100%,190.8,,4.6,193,0.46,0.47,0.6,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.334801842,3.837011697,1.345845198,,,,,,,,,,,100,200,,,32.3,,,38.6,43.4,46.9,47.5
[57],14,220,Somna et al.,2012,RB50,212,,,,,212,BA,,,,893,697,100%,190.8,,8.5,195,0.46,0.47,0.61,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,1.86507177,4.362068966,1.32,,,,,,,,,,,100,200,,,29,,,35.1,40.4,43.8,44.4
[58],15,221,Somna et al.,2012,CON,295,,,,,,,,,1036,,809,0%,192,200,,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,25.4667,,,30.4,,38.6667,40.5333
[58],15,222,Somna et al.,2012,R,295,,,,,,,,,,953,772,100%,192,234,,192,0.65,0.31,0.38,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,19.8667,,,24.5333,,33.6,36.2667
[58],15,223,Somna et al.,2012,F20,236,59,,,,,,,,,946,765,100%,192,234,,192,0.65,0.31,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.907831116,2.321942446,1.836734694,,,,,,,,,,,100,200,,,19.8667,,,24.8,,34.1333,37.7333
[58],15,224,Somna et al.,2012,F35,192,103,,,,,,,,,938,762,100%,192,234,0.3,192,0.65,0.31,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.525089647,2.217625166,2.08687441,,,,,,,,,,,100,200,,,17.3333,,,21.4667,,30.4,33.2
[58],15,225,Somna et al.,2012,F50,147.5,147.5,,,,,,,,,934,756,100%,192,233,0.6,192,0.65,0.32,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.137998843,2.141935484,2.29787234,,,,,,,,,,,100,200,,,15.8667,,,19.3333,,28,30.4
[58],15,226,Somna et al.,2012,B20,236,,,,,59,BA,,,,944,763,100%,192,234,0.4,192,0.65,0.31,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.791933925,3.534482759,1.431137725,,,,,,,,,,,100,200,,,19.4667,,,24.5333,,33.4667,36.1333
[58],15,227,Somna et al.,2012,B35,192,,,,,103,BA,,,,934,759,100%,192,233,0.9,193,0.65,0.32,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.322760652,4.282319791,1.446044646,,,,,,,,,,,100,200,,,16.4,,,20.6667,,28.9333,31.4667
[58],15,228,Somna et al.,2012,B50,147.5,,,,,147.5,BA,,,,928,751,100%,192,233,1.8,193,0.65,0.32,0.39,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,1.848255865,5.05,1.461538462,,,,,,,,,,,100,200,,,15.0667,,,18.5333,,25.7333,27.6
[59],16,229,Somna et al.,2012,45NC,424,,,,,,,,,980,,770,0%,190.8,,,191,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,44.4,49.1,52.8,
[59],16,230,Somna et al.,2012,45R,424,,,,,,,,,,980,770,100%,190.8,,,191,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,41,46.7,50.7,
[59],16,231,Somna et al.,2012,45RF20,340,84,,,,,,,,,980,770,100%,190.8,,0.9,191,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.912672829,2.323524409,1.833253012,,,,,,,,,,,100,200,,,,,,42.7,48,51.8,
[59],16,232,Somna et al.,2012,45RF35,274,150,,,,,,,,,980,770,100%,190.8,,1.1,191,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.513231555,2.214936119,2.093906967,,,,,,,,,,,100,200,,,,,,40.8,46.4,50.4,
[59],16,233,Somna et al.,2012,45RF50,212,212,,,,,,,,,980,770,100%,190.8,,2.1,192,0.45,0.43,0.55,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.137998843,2.141935484,2.29787234,,,,,,,,,,,100,200,,,,,,39.3,43.9,47.4,
[59],16,234,Somna et al.,2012,55NC,350,,,,,,,,,1015,,800,0%,192.5,,,193,0.55,0.34,0.44,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,36.7,41.7,44.9,
[59],16,235,Somna et al.,2012,55R,350,,,,,,,,,,1015,800,100%,192.5,,,193,0.55,0.34,0.44,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,33.3,38.1,41.6,
[59],16,236,Somna et al.,2012,55RF20,280,70,,,,,,,,,1015,800,100%,192.5,,0.17,193,0.55,0.34,0.44,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.907831116,2.321942446,1.836734694,,,,,,,,,,,100,200,,,,,,34.7,39.9,43.6,
[59],16,237,Somna et al.,2012,55RF35,227.5,122.5,,,,,,,,,1015,800,100%,192.5,,0.52,193,0.55,0.34,0.44,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.52291498,2.217129977,2.088167053,,,,,,,,,,,100,200,,,,,,30.8,36.2,39.8,
[59],16,238,Somna et al.,2012,55RF50,175,175,,,,,,,,,1015,800,100%,192.5,,1.22,193,0.55,0.34,0.44,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.137998843,2.141935484,2.29787234,,,,,,,,,,,100,200,,,,,,29.3,33.8,36.8,
[59],16,239,Somna et al.,2012,65NC,295,,,,,,,,,1039,,814,0%,191.75,,,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,30.4,37.2,38.8,
[59],16,240,Somna et al.,2012,65R,295,,,,,,,,,,1039,814,100%,191.75,,,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.421052632,2.548780488,1.411764706,,,,,,,,,,,100,200,,,,,,24.8,31,33.6,
[59],16,241,Somna et al.,2012,65RF20,236,59,,,,,,,,,1039,814,100%,191.75,,,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.907831116,2.321942446,1.836734694,,,,,,,,,,,100,200,,,,,,25,31.7,34.3,
[59],16,242,Somna et al.,2012,65RF35,191.8,103.3,,,,,,,,,1039,814,100%,191.75,,0.3,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.522784544,2.217100305,2.088244544,,,,,,,,,,,100,200,,,,,,21.6,28.2,30.6,
[59],16,243,Somna et al.,2012,65RF50,147.5,147.5,,,,,,,,,1039,814,100%,191.75,,0.59,192,0.65,0.28,0.36,2.73,19,Crushed limestone,,23,6.89,0.45,,,,,,,,2.49,19,C&D waste,,37,6.47,4.81,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.137998843,2.141935484,2.29787234,,,,,,,,,,,100,200,,,,,,19.4,25.9,28,
[60],17,244,Tangchirapat et al.,2012,CON,295,,,,,,,,,1054,,828,0%,192,204,,192,0.65,0.28,0.36,2.73,19,Limestone,,23.41,6.9,0.45,,,,,,,,2.48,19,C&D waste,,29.14,6.55,4.55,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.411483254,2.580246914,1.382352941,100,,,,,,,,,,100,200,,,25.5119,,,30.3312,,38.4637,40.5721
[60],17,245,Tangchirapat et al.,2012,CR00,295,,,,,,,,,,899,777,100%,192,247,,192,0.65,0.33,0.38,2.73,19,Limestone,,23.41,6.9,0.45,,,,,,,,2.48,19,C&D waste,,29.14,6.55,4.55,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,3.411483254,2.580246914,1.382352941,100,,,,,,,,,,100,200,,,21.5761,,,25.6425,,33.1726,35.8833
[60],17,246,Tangchirapat et al.,2012,CR20,236,,,,,59,POFA,,,,833,772,100%,192,247,0.3,192,0.65,0.35,0.38,2.73,19,Limestone,,23.41,6.9,0.45,,,,,,,,2.48,19,C&D waste,,29.14,6.55,4.55,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.823601017,2.947033898,1.458333333,100,,,,,,,,,,100,200,,,22.0079,,,27.731,,34.8091,37.52
[60],17,247,Tangchirapat et al.,2012,CR35,192,,,,,103,POFA,,,,889,769,100%,192,246,0.44,192,0.65,0.33,0.38,2.73,19,Limestone,,23.41,6.9,0.45,,,,,,,,2.48,19,C&D waste,,29.14,6.55,4.55,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,2.385180366,3.159273932,1.504554327,100,,,,,,,,,,100,200,,,20.4819,,,25,,32.6807,35.0904
[60],17,248,Tangchirapat et al.,2012,CR50,148,,,,,148,POFA,,,,884,764,100%,192,246,0.74,192,0.65,0.33,0.39,2.73,19,Limestone,,23.41,6.9,0.45,,,,,,,,2.48,19,C&D waste,,29.14,6.55,4.55,,,,,,,,2.62,,River sand,,,3.07,0.91,,,,,,,,1.941777663,3.336244541,1.544444444,100,,,,,,,,,,100,200,,,19.4076,,,23.6246,,31.1546,33.263
[61],18,249,Ahmed,2013,0%RCA+0%fly ash,536,,,,,,,,,"1,010",0,619,0%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,3.360189573,2.851351351,1.740740741,,,,,,,,,,,100,200,,,31.7304,,,41.2335,42.7169,44.497,
[61],18,250,Ahmed,2013,25%RCA+0%fly ash,536,,,,,,,,,758,253,619,25%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,3.360189573,2.851351351,1.740740741,,,,,,,,,,,100,200,,,39.4432,,,47.0158,47.608,48.3484,
[61],18,251,Ahmed,2013,50%RCA+0%fly ash,536,,,,,,,,,535,535,619,50%,241,,,241,0.45,0.5,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,3.360189573,2.851351351,1.740740741,,,,,,,,,,,100,200,,,28.1459,,,38.5403,41.2121,42.9922,
[61],18,252,Ahmed,2013,75%RCA+0%fly ash,536,,,,,,,,,253,758,619,75%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,3.360189573,2.851351351,1.740740741,,,,,,,,,,,100,200,,,32.8886,,,36.7481,37.3406,38.2295,
[61],18,253,Ahmed,2013,100%RCA+0%fly ash,536,,,,,,,,,0,"1,010",619,100%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,3.360189573,2.851351351,1.740740741,,,,,,,,,,,100,200,,,28.7205,,,32.8771,35.2516,34.9528,
[61],18,254,Ahmed,2013,0%RCA+40%fly ash,321,215,,,,,,,,"1,010",0,619,0%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,2.252547402,1.595746029,1.886798615,,,,,,,,,,,100,200,,,27.5227,,,35.2434,43.5587,55.7344,
[61],18,255,Ahmed,2013,25%RCA+40%fly ash,321,215,,,,,,,,758,253,619,25%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,2.252547402,1.595746029,1.886798615,,,,,,,,,,,100,200,,,34.6415,,,45.3329,50.3804,53.3483,
[61],18,256,Ahmed,2013,50%RCA+40%fly ash,321,215,,,,,,,,535,535,619,50%,241,,,241,0.45,0.5,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,2.252547402,1.595746029,1.886798615,,,,,,,,,,,100,200,,,27.9484,,,41.1642,49.4795,52.4478,
[61],18,257,Ahmed,2013,75%RCA+40%fly ash,321,215,,,,,,,,253,758,619,75%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,2.252547402,1.595746029,1.886798615,,,,,,,,,,,100,200,,,30.7602,,,39.3718,46.7962,43.5267,
[61],18,258,Ahmed,2013,100%RCA+40%fly ash,321,215,,,,,,,,0,"1,010",619,100%,241,,,241,0.45,0.53,0.87,2.76,20,Natural gravel,,,,0.9,,,,,,,,2.13,20,C&D waste,,,,6.4,,,,,,,,2.61,,River sand,,,,0.7,,,,,,,,2.252547402,1.595746029,1.886798615,,,,,,,,,,,100,200,,,29.8592,,,37.5802,40.103,44.4082,
[62],19,259,Alam et al.,2013,T1,400,130,0,,,,,,,800,,866,0%,160,,4.77,163,0.31,0.66,0.61,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.412816767,2.169821104,2.094263939,150,14.5,25.5,30.34,,48.14,,,,,,,,,,,,,,,
[62],19,260,Alam et al.,2013,T2,400,130,0,,,,,,,,757,820,100%,170,,4.77,173,0.33,0.7,0.65,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.412816767,2.169821104,2.094263939,150,14.66,31.41,41.72,,53.74,,,,,,,,,,,,,,,
[62],19,261,Alam et al.,2013,T3,400,117,13,,,,,,,,759,822,100%,170,,4.65,173,0.33,0.7,0.64,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.450128957,2.1608794,2.083642723,150,15.1,33.5,43.98,,59.62,,,,,,,,,,,,,,,
[62],19,262,Alam et al.,2013,T4,400,104,26,,,,,,,,760,823,100%,170,,6.05,174,0.33,0.7,0.64,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.487441146,2.151664694,2.072773249,150,15.83,37.93,46.9,,64.94,,,,,,,,,,,,,,,
[62],19,263,Alam et al.,2013,T5,400,91,39,,,,,,,,762,825,100%,170,,5.89,174,0.33,0.7,0.64,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.524753336,2.142164291,2.061646709,150,16.41,39.76,48.25,,69.45,,,,,,,,,,,,,,,
[62],19,264,Alam et al.,2013,T6,400,78,52,,,,,,,,764,828,100%,170,,5.74,174,0.33,0.69,0.64,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.562065525,2.132364695,2.050253875,150,18.78,42.45,53.1,,75.82,,,,,,,,,,,,,,,
[62],19,265,Alam et al.,2013,T7,360,130,40,,,,,,,,756,818,100%,170,,5.88,174,0.33,0.7,0.65,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.334805991,2.104915304,2.442487571,150,18.86,37.4,49.41,,68.65,,,,,,,,,,,,,,,
[62],19,266,Alam et al.,2013,T8,320,130,80,,,,,,,,756,819,100%,170,,5.4,174,0.33,0.7,0.65,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.256795216,2.046877173,2.827668826,150,19.94,41.67,53.8,,78.37,,,,,,,,,,,,,,,
[62],19,267,Alam et al.,2013,T9,280,130,120,,,,,,,,756,819,100%,170,,4.92,173,0.33,0.7,0.65,2.68,20,Crushed gravel,,,,0.45,,,,,,,,2.55,,C&D waste,,,,4.62,,,,,,,,,,River sand,,,,,,,,,,,3.58,2.17878444,1.994671481,3.256020991,150,21.83,45.87,57.1,,85.9,,,,,,,,,,,,,,,
[63],20,268,Hwang et al.,2013,Control concrete,350,,,,,,,,,1130,,731,0%,140,,,140,0.4,0.31,0.48,2.68,20,Natural granite,,,6.95,0.73,,,,,,,,2.48,20,C&D waste,,,6.65,4.25,,,,,,,,2.6,,River sand,,,,,,,,,,,,4.048648649,1.989247312,2.206896552,,,,,,,,,,,100,200,,,17.308,,,42.7697,45.3546,46.5168,40.0925
[63],20,269,Hwang et al.,2013,RCA -OPC,350,,,,,,,,,,1046,731,100%,140,,3.5,140,0.4,0.33,0.48,2.68,20,Natural granite,,,6.95,0.73,,,,,,,,2.48,20,C&D waste,,,6.65,4.25,,,,,,,,2.6,,River sand,,,,,,,,,,,,4.048648649,1.989247312,2.206896552,,,,,,,,,,,100,200,,,15.6273,,,37.8369,43.338,44.9203,46.1428
[63],20,270,Hwang et al.,2013,RCA -30% PFA,245,105,,,,,,,,,1025,726,100%,140,,3.5,140,0.4,0.34,0.48,2.68,20,Natural granite,,,6.95,0.73,,,,,,,,2.48,20,C&D waste,,,6.65,4.25,,,,,,,,2.6,,River sand,,,,,,,,,,,,2.99124766,1.818403413,1.930357143,,,,,,,,,,,100,200,,,14.787,,,21.2487,24.0101,25.2561,30.9328
[63],20,271,Hwang et al.,2013,RCA -60% GGBS,140,,210,,,,,,,,1038,725,100%,140,,3.5,140,0.4,0.34,0.48,2.68,20,Natural granite,,,6.95,0.73,,,,,,,,2.48,20,C&D waste,,,6.65,4.25,,,,,,,,2.6,,River sand,,,,,,,,,,,,2.336201541,2.405673759,7.597560976,,,,,,,,,,,100,200,,,14.451,,,19.3999,25.3546,27.4411,32.1933
[64],21,272,Ismail and Ramli,2013,Control-15,537,,,,,,,,,782,138,693,15%,220,,,220,0.41,0.58,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81875,2.461538462,1.24137931,100,,31.15,38.65,,,50.82,,,,,,,,,,,,,,
[64],21,273,Ismail and Ramli,2013,Control-30,537,,,,,,,,,644,276,693,30%,220,,,220,0.41,0.58,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81875,2.461538462,1.24137931,100,,32.41,41.63,,,44.89,,,,,,,,,,,,,,
[64],21,274,Ismail and Ramli,2013,Control-45,537,,,,,,,,,506,414,693,45%,220,,,220,0.41,0.58,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81875,2.461538462,1.24137931,100,,31.68,41.36,,,44.62,,,,,,,,,,,,,,
[64],21,275,Ismail and Ramli,2013,Control-60,537,,,,,,,,,368,552,693,60%,220,,,220,0.41,0.58,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81875,2.461538462,1.24137931,100,,29.11,36.65,,,42.44,,,,,,,,,,,,,,
[65],22,276,Saravanakumar and Dhinakaran,2013,NA,585,,,,,,,,,1360.97561,0,453.6585366,0%,204.8780488,,,205,0.35,0.43,1.29,2.7,,Broken stone,,,,,,,,,,,,2.68,,C&D waste,,,,,,,,,,,,2.65,,River sand,,,,,,,,,,,,2.93877551,3.245033113,12.72727273,100,,,28.5,39.21,,53.71,57.21,,,,,,,,,,,,,
[65],22,277,Saravanakumar and Dhinakaran,2013,NA+25%RA,585,,,,,,,,,1020.731707,337.7235772,453.6585366,25%,204.8780488,,,205,0.35,0.43,1.29,2.7,,Broken stone,,,,,,,,,,,,2.68,,C&D waste,,,,,,,,,,,,2.65,,River sand,,,,,,,,,,,,2.93877551,3.245033113,12.72727273,100,,,23.23,29.81,,42.79,46.32,,,,,,,,,,,,,
[65],22,278,Saravanakumar and Dhinakaran,2013,NA+50%RA,585,,,,,,,,,680.4878049,675.4471545,453.6585366,50%,204.8780488,,,205,0.35,0.43,1.29,2.7,,Broken stone,,,,,,,,,,,,2.68,,C&D waste,,,,,,,,,,,,2.65,,River sand,,,,,,,,,,,,2.93877551,3.245033113,12.72727273,100,,,22.24,27.61,,39.72,42.4,,,,,,,,,,,,,
[65],22,279,Saravanakumar and Dhinakaran,2013,NA+100%RA,585,,,,,,,,,0,1350.894309,453.6585366,100%,204.8780488,,,205,0.35,0.43,1.29,2.7,,Broken stone,,,,,,,,,,,,2.68,,C&D waste,,,,,,,,,,,,2.65,,River sand,,,,,,,,,,,,2.93877551,3.245033113,12.72727273,100,,,19.91,24.91,,33.78,36.55,,,,,,,,,,,,,
